
running 1 test
p17	id	rgba_bytes	shared_prepare_ns	single_bytes	compact_control_bytes	low_control_bytes	r128_blocks	r128_counter_init_ns	r128_counter_update_ns	r128_counter_updates	r128_counter_storage_bytes	r128_e_proposal_ns	r128_b_proposal_ns	r128_e_cost_ns	r128_b_cost_ns	r128_reassignment_ns	r128_rebuild_ns	r128_refined_cost_ns	r128_candidate_selection_ns	r128_e_merge_updates	r128_b_merge_updates	r128_refined_merge_updates	r128_e_groups	r128_b_groups	r128_refined_groups	r128_retained_plan_bytes	r128_winner_plan_bytes	r128_initial	r128_winner	r128_ordered_bytes	r128_e_bits	r128_e_payload_bytes	r128_e_riff_bytes	r128_b_bits	r128_b_payload_bytes	r128_b_riff_bytes	r128_refined_bits	r128_refined_payload_bytes	r128_refined_riff_bytes	r128_winner_bits	r128_winner_payload_bytes	r128_winner_riff_bytes	r128_winner_hash	r256_blocks	r256_counter_init_ns	r256_counter_update_ns	r256_counter_updates	r256_counter_storage_bytes	r256_e_proposal_ns	r256_b_proposal_ns	r256_e_cost_ns	r256_b_cost_ns	r256_reassignment_ns	r256_rebuild_ns	r256_refined_cost_ns	r256_candidate_selection_ns	r256_e_merge_updates	r256_b_merge_updates	r256_refined_merge_updates	r256_e_groups	r256_b_groups	r256_refined_groups	r256_retained_plan_bytes	r256_winner_plan_bytes	r256_initial	r256_winner	r256_ordered_bytes	r256_e_bits	r256_e_payload_bytes	r256_e_riff_bytes	r256_b_bits	r256_b_payload_bytes	r256_b_riff_bytes	r256_refined_bits	r256_refined_payload_bytes	r256_refined_riff_bytes	r256_winner_bits	r256_winner_payload_bytes	r256_winner_riff_bytes	r256_winner_hash	resolution_selection_ns	single_selection_ns	selected_resolution	compact_kind	compact_bytes	compact_hash	public_compact_exact	low_kind	low_bytes	low_hash	public_low_exact	selected_128_matches_compact	maximum_accounted_live_bytes
p17	clic-validation-074	8162000	11643583	5524776	5322948	5084390	140	4709	4987209	8161766	293720	374958	129750	202875	230083	454292	79875	218208	41	25890	25890	25890	7	9	9	111020	39956	B	R	5322948	43211159	5401395	5401416	42992296	5374037	5374058	42705722	5338216	5338236	42705722	5338216	5338236	7148df63dd798907	35	2667	5154958	8161766	146860	96625	41666	75167	128000	139834	21333	129541	42	8927	8927	8927	2	5	5	53193	22155	B	R	5084390	44030650	5503832	5503852	43726620	5465828	5465848	43525266	5440659	5440680	43525266	5440659	5440680	1423d6d17ad07fb8	42	83	128	128	5338236	7148df63dd798907	1	128	5338236	7148df63dd798907	1	1	404740
p17	clic-validation-075	11223040	16305125	7708410	7194564	7239090	176	5417	6636625	11218496	369248	536208	156041	413875	308542	1244292	113166	341166	0	54973	54973	54973	18	14	14	204032	62112	B	R	7194564	57212319	7151540	7151560	57055566	7131946	7131966	56131673	7016460	7016480	56131673	7016460	7016480	d55dd3050f8dab82	48	1917	6451333	11218496	201408	137042	58708	267167	229833	357834	34125	253958	0	18378	18378	18378	11	9	11	137288	48712	E	R	7239090	57457126	7182141	7182162	58006271	7250784	7250804	56915863	7114483	7114504	56915863	7114483	7114504	9b727c30611d52a8	83	42	128	128	7016480	d55dd3050f8dab82	1	128	7016480	d55dd3050f8dab82	1	1	573280
p17	clic-validation-076	11182080	17616958	7314826	6453086	6423696	176	6417	6667500	11030540	369248	477334	153000	446792	388667	1127125	98666	369000	0	29053	29053	29053	23	21	21	288088	93080	B	R	6453086	51780271	6472534	6472554	51517571	6439697	6439718	49045085	6130636	6130656	49045085	6130636	6130656	23151f2cf90bd444	48	2208	6629917	11030540	201408	144792	64625	332500	325791	372167	39625	301916	42	10812	10812	10812	15	16	16	208072	70832	B	R	6423696	52159137	6519893	6519914	51582214	6447777	6447798	51476198	6434525	6434546	51476198	6434525	6434546	872d2d687aa73f2a	42	208	128	128	6130656	23151f2cf90bd444	1	128	6130656	23151f2cf90bd444	1	1	657336
p17	clic-validation-077	11182080	19462875	6109706	5599902	5607562	176	5500	6038333	9204846	369248	519083	154417	328250	343417	969167	102875	314375	42	30357	30357	30357	16	18	16	221728	70960	E	R	5599902	45217281	5652161	5652182	45378567	5672321	5672342	44214081	5526761	5526782	44214081	5526761	5526782	9987f790183d3867	48	1916	6094000	9204846	201408	129291	57084	270667	277708	311292	31625	250667	0	11701	11701	11701	11	13	13	163832	57560	B	B	5607562	45663672	5707959	5707980	45484476	5685560	5685580	45484476	5685560	5685580	45484476	5685560	5685580	c502ae6a782a6053	83	0	128	128	5526782	9987f790183d3867	1	128	5526782	9987f790183d3867	1	1	590976
p17	clic-validation-078	9447680	15200208	6345390	5704512	5829980	160	4167	5884833	9202818	335680	446084	155667	632083	588958	1642459	100500	542792	0	48342	48342	48342	27	25	25	341128	110760	B	R	5704512	46648830	5831104	5831124	46305864	5788233	5788254	44941933	5617742	5617762	44941933	5617742	5617762	1277afc95fd01c24	40	1834	5791541	9202818	167840	114166	48792	298084	254709	311333	28500	250209	0	15071	15071	15071	13	11	11	154960	48704	B	R	5829980	46901349	5862669	5862690	46769747	5846219	5846240	46349430	5793679	5793700	46349430	5793679	5793700	86c788de39a1d2b1	41	125	128	128	5617762	1277afc95fd01c24	1	128	5617762	1277afc95fd01c24	1	1	676808
p17	clic-validation-079	7900500	11725750	4866506	4473714	4555170	126	3125	4682208	7328530	264348	371000	130625	426542	407375	608084	96625	379833	0	31503	31503	31503	19	19	19	252546	84182	B	R	4473714	35899132	4487392	4487412	35772350	4471544	4471564	35539881	4442486	4442506	35539881	4442486	4442506	4018350e492c4151	35	1875	4652125	7328530	146860	106583	48167	288208	247500	230333	26042	241625	0	10926	10926	10926	12	11	11	150521	48699	B	R	4555170	36368215	4546027	4546048	36323873	4540485	4540506	36279584	4534948	4534968	36279584	4534948	4534968	d009efba326cc990	0	42	128	128	4442506	4018350e492c4151	1	128	4442506	4018350e492c4151	1	1	516894
p17	clic-validation-080	11182080	17687125	6964308	6574580	6602440	176	4334	6667791	11136958	369248	495917	147708	307625	206625	1074625	129916	351375	41	31471	31471	31471	15	10	15	177488	66536	E	R	6574580	51546433	6443305	6443326	51789857	6473733	6473754	50740898	6342613	6342634	50740898	6342613	6342634	99a2b9c4a16ad4f6	48	1917	6872333	11136958	201408	134083	55958	178125	163542	252875	30666	176167	0	11704	11704	11704	8	8	8	106320	35440	B	R	6602440	53009696	6626212	6626232	52583094	6572887	6572908	52322905	6540364	6540384	52322905	6540364	6540384	422c4c691ab91283	83	42	128	128	6342634	99a2b9c4a16ad4f6	1	128	6342634	99a2b9c4a16ad4f6	1	1	546736
p17	clic-validation-081	11182080	17205292	6285874	5779970	5682374	176	4167	6374750	9992446	369248	492292	150500	292000	266834	816708	101916	274708	42	25852	25852	25852	15	14	14	190760	62112	B	R	5779970	46404811	5800602	5800622	45865211	5733152	5733172	45186834	5648355	5648376	45186834	5648355	5648376	ec88003506864a7f	48	2500	6475625	9992446	201408	136209	58875	211542	215334	279292	29958	226917	0	9976	9976	9976	10	11	11	141712	48712	B	R	5682374	47138346	5892294	5892314	46382118	5797765	5797786	45697205	5712151	5712172	45697205	5712151	5712172	82452e3b46574b74	83	42	128	128	5648376	ec88003506864a7f	1	128	5648376	ec88003506864a7f	1	1	560008
p17	clic-validation-082	2457600	3384250	1546030	1512228	1515288	40	1458	1497500	2457468	83920	110459	34500	193750	134042	243042	27375	195875	0	12522	12522	12522	9	6	9	106296	39856	E	R	1512228	12109699	1513713	1513734	12150192	1518774	1518794	12092658	1511583	1511604	12092658	1511583	1511604	6c4f7cf876a34a98	12	500	1597375	2457468	50352	39750	16333	189958	80000	123541	10125	152917	42	4089	4089	4089	7	3	7	75244	30980	E	E	1515288	12120875	1515110	1515130	12196232	1524529	1524550	12120875	1515110	1515130	12120875	1515110	1515130	09e93a05b2be43d7	125	0	128	128	1511604	6c4f7cf876a34a98	1	128	1511604	6c4f7cf876a34a98	1	1	190216
p17	clic-validation-083	11182080	16412333	7592098	6906868	6884388	176	4167	6559833	11178536	369248	472291	155375	487500	445375	1597542	121000	433292	42	39994	39994	39994	25	21	20	292512	88656	B	R	6906868	54378550	6797319	6797340	54144260	6768033	6768054	53653036	6706630	6706650	53653036	6706630	6706650	cab81f4ff6c4ee9a	48	10875	6707541	11178536	201408	139000	57917	295584	238000	350125	35334	300750	0	14279	14279	14279	15	12	15	185952	66408	E	R	6884388	54627762	6828471	6828492	54953083	6869136	6869156	54481701	6810213	6810234	54481701	6810213	6810234	ffb20d181dacddf4	125	125	128	128	6706650	cab81f4ff6c4ee9a	1	128	6706650	cab81f4ff6c4ee9a	1	1	661760
p17	clic-validation-084	11182080	17960250	6645294	5985856	6003064	176	4292	6114000	9231052	369248	498209	175167	547791	511250	1360750	119750	495416	0	38519	38519	38519	23	22	22	296936	97504	B	R	5985856	48610388	6076299	6076320	47565299	5945663	5945684	46868931	5858617	5858638	46868931	5858617	5858638	67137b6691ccbef8	48	2125	6291208	9231052	201408	135166	61458	291667	320625	405417	37500	323792	0	14344	14344	14344	11	13	13	163832	57560	B	R	6003064	48700857	6087608	6087628	47276368	5909546	5909566	47158611	5894827	5894848	47158611	5894827	5894848	aab59aa242956573	42	83	128	128	5858638	67137b6691ccbef8	1	128	5858638	67137b6691ccbef8	1	1	666184
p17	clic-validation-085	3575904	6123125	2150968	1935310	1954892	70	2458	2134708	3463172	146860	194542	63584	329000	273417	505333	42583	305167	42	16527	16527	16527	16	14	16	203714	70854	E	R	1935310	15542497	1942813	1942834	15586117	1948265	1948286	15485329	1935667	1935688	15485329	1935667	1935688	6785f1792b42d34a	20	667	2153666	3463172	83920	59542	25500	263250	170209	213583	18542	226375	42	5180	5180	5180	11	8	11	132780	48684	E	E	1954892	15886843	1985856	1985876	15944569	1993072	1993092	15886843	1985856	1985876	15886843	1985856	1985876	c93c3ccbf041a0df	125	84	128	128	1935688	6785f1792b42d34a	1	128	1935688	6785f1792b42d34a	1	1	350574
p17	clic-validation-086	11190272	16651250	7681514	6780836	6923612	176	5709	6715584	11122788	369248	470042	161041	639042	516750	1444334	111500	478125	42	35659	35659	35659	28	23	23	327904	101928	B	R	6780836	55789954	6973745	6973766	55530755	6941345	6941366	53551969	6693997	6694018	53551969	6693997	6694018	6d93cf81324bf9da	48	1750	6778916	11122788	201408	149666	58125	351125	313250	426458	38500	347875	42	13136	13136	13136	16	14	16	203648	70832	E	R	6923612	56895512	7111939	7111960	57001367	7125171	7125192	55713646	6964206	6964226	55713646	6964206	6964226	b68122a08603abe5	0	84	128	128	6694018	6d93cf81324bf9da	1	128	6694018	6d93cf81324bf9da	1	1	697152
p17	clic-validation-087	2319360	4083042	1282818	1235750	1252050	40	3167	1425958	2148862	83920	114708	39541	194292	250375	337292	34625	510750	42	10917	10917	10917	8	12	12	141688	53128	B	R	1235750	9953227	1244154	1244174	9875740	1234468	1234488	9695066	1211884	1211904	9695066	1211884	1211904	9bea36ae4708de80	12	542	1428375	2148862	50352	37208	15958	129667	147209	117666	11917	141375	42	3941	3941	3941	5	7	7	84092	30980	B	R	1252050	9908818	1238603	1238624	9849624	1231203	1231224	9833551	1229194	1229214	9833551	1229194	1229214	ef72a7e4791c4576	83	83	128	128	1211904	9bea36ae4708de80	1	128	1211904	9bea36ae4708de80	1	1	225608
p17	clic-validation-088	5184000	8073375	3648948	3237528	3293512	96	2917	3116167	5048140	201408	279875	98375	589875	534500	728875	76625	555583	0	29778	29778	29778	26	24	24	327664	106272	B	R	3237528	25635265	3204409	3204430	25410859	3176358	3176378	25073773	3134222	3134242	25073773	3134222	3134242	bdf1b713ca95b41f	24	1084	3021000	5048140	100704	70916	33125	254834	309959	231250	21542	257125	0	10237	10237	10237	11	13	11	154912	48688	E	E	3293512	26289738	3286218	3286238	26318392	3289799	3289820	26289738	3286218	3286238	26289738	3286218	3286238	a47dd2fbf76a01e2	42	41	128	128	3134242	bdf1b713ca95b41f	1	128	3134242	bdf1b713ca95b41f	1	1	529072
p17	clic-validation-089	9848328	14631125	7139380	6517422	6529714	176	4417	6237291	9795016	369248	502750	173958	666208	488209	1209292	126208	532209	41	52918	52918	52918	28	22	22	319056	97504	B	R	6517422	51995087	6499386	6499406	51624374	6453047	6453068	51090243	6386281	6386302	51090243	6386281	6386302	d12399d7f6ef31f9	48	1834	6007959	9795016	201408	142917	62291	408958	281042	404625	37083	347458	0	17544	17544	17544	15	11	15	181528	66408	E	R	6529714	52125138	6515643	6515664	52526339	6565793	6565814	52025362	6503171	6503192	52025362	6503171	6503192	217ab25516ea7ecb	42	125	128	128	6386302	d12399d7f6ef31f9	1	128	6386302	d12399d7f6ef31f9	1	1	688304
p17	clic-validation-090	11182080	17807708	7274078	6442454	6588194	176	4375	6321542	10099432	369248	493834	170000	604625	558417	1522500	110875	587875	0	40808	40808	40808	28	27	27	363296	119624	B	R	6442454	52203275	6525410	6525430	50741303	6342663	6342684	49739712	6217464	6217484	49739712	6217464	6217484	8b8a45023dc8adb6	48	2083	6319333	10099432	201408	145208	64000	342875	349834	430000	38709	364250	0	16321	16321	16321	15	15	15	199224	66408	B	R	6588194	53591978	6698998	6699018	52634599	6579325	6579346	52312515	6539065	6539086	52312515	6539065	6539086	1b81e1995a1891c2	83	83	128	128	6217484	8b8a45023dc8adb6	1	128	6217484	8b8a45023dc8adb6	1	1	732544
p17	clic-validation-091	786432	1395500	512866	457864	486686	12	4083	463167	760674	25176	39834	12375	164417	134334	87375	8542	166958	0	3648	3648	3648	7	6	6	84092	26556	B	B	457864	3672979	459123	459144	3638698	454838	454858	3638698	454838	454858	3638698	454838	454858	8bfc69d396477d1f	4	792	474917	760674	16784	13584	7958	85208	76250	58583	6833	85625	41	1626	1626	1626	3	3	3	39828	13276	E	R	486686	3948752	493594	493614	3948752	493594	493614	3908818	488603	488624	3908818	488603	488624	c3f5591b55746fde	125	167	128	128	454858	8bfc69d396477d1f	1	128	454858	8bfc69d396477d1f	1	1	109268
p17	clic-validation-092	11182080	17215250	7146596	6816046	6821520	176	4125	6682667	10823552	369248	459083	147958	491209	369542	1432625	103125	367792	42	41651	41651	41651	24	18	18	265968	79808	B	R	6816046	54315269	6789409	6789430	53602501	6700313	6700334	52722808	6590351	6590372	52722808	6590351	6590372	789155b114ec8521	48	2083	6501750	10823552	201408	126083	56666	227375	272416	398208	31500	298542	0	14193	14193	14193	10	13	13	159408	57560	B	R	6821520	54125566	6765696	6765716	53981092	6747637	6747658	53580641	6697581	6697602	53580641	6697581	6697602	8948ad32a4f24837	125	83	128	128	6590372	789155b114ec8521	1	128	6590372	789155b114ec8521	1	1	635216
p17	clic-validation-093	6340704	10005834	3815786	3572272	3597412	117	3541	3867834	6224232	245466	318292	100083	347125	239042	857083	68667	320625	0	19343	19343	19343	17	13	17	208279	75325	E	R	3572272	28645085	3580636	3580656	28736849	3592107	3592128	28161835	3520230	3520250	28161835	3520230	3520250	e6b7d03868f9ce0c	35	2375	3919292	6224232	146860	102208	42167	219458	195375	223584	23291	181583	42	7514	7514	7514	11	10	10	137249	44275	B	R	3597412	29444945	3680619	3680640	29377838	3672230	3672250	29150097	3643763	3643784	29150097	3643763	3643784	47fdff63fea8a22c	42	42	128	128	3520250	e6b7d03868f9ce0c	1	128	3520250	e6b7d03868f9ce0c	1	1	453745
p17	clic-validation-094	11198464	18763708	6851818	5988924	6119372	176	5291	6249709	9589800	369248	477416	172333	639583	597042	1245834	124291	550084	42	42604	42604	42604	29	27	27	367720	119624	B	R	5988924	48237102	6029638	6029658	47699673	5962460	5962480	46923847	5865481	5865502	46923847	5865481	5865502	9407cebd9645db4a	48	2500	6470917	9589800	201408	149416	66667	408625	391709	422250	37417	360416	42	15042	15042	15042	16	16	16	212496	70832	E	R	6119372	48176332	6022042	6022062	48984639	6123080	6123100	48156956	6019620	6019640	48156956	6019620	6019640	69b3d25337a733a0	42	83	128	128	5865502	9407cebd9645db4a	1	128	5865502	9407cebd9645db4a	1	1	736968
p17	clic-validation-095	3994240	6069792	2973566	2710854	2736452	70	2417	2435709	3961552	146860	210333	76125	544750	561250	679333	55417	487291	42	28211	28211	28211	21	23	21	287770	92974	E	R	2710854	21623126	2702891	2702912	21662613	2707827	2707848	21401730	2675217	2675238	21401730	2675217	2675238	7268c040237b895d	20	1291	2425750	3961552	83920	69375	29584	333167	325833	303500	18500	313208	0	9376	9376	9376	13	13	13	172596	57532	B	R	2736452	21879967	2734996	2735016	21820218	2727528	2727548	21786874	2723360	2723380	21786874	2723360	2723380	6593798e16222e0e	0	0	128	128	2675238	7268c040237b895d	1	128	2675238	7268c040237b895d	1	1	434630
p17	clic-validation-096	1264320	1708167	843556	794174	797744	24	750	737417	1262790	50352	66875	22542	193375	153166	168458	18709	194667	42	8078	8078	8078	9	7	9	110672	39840	E	R	794174	6297969	787247	787268	6394440	799305	799326	6288721	786091	786112	6288721	786091	786112	71c9eb92e59a8492	6	1209	780250	1262790	25176	24792	17375	92958	74375	54375	6000	72916	0	2468	2468	2468	3	3	3	39834	13278	E	E	797744	6481378	810173	810194	6507240	813405	813426	6481378	810173	810194	6481378	810173	810194	88d242b9fe5a2246	42	125	128	128	786112	71c9eb92e59a8492	1	128	786112	71c9eb92e59a8492	1	1	161024
p17	clic-validation-097	8462336	13481583	5420662	4853630	4881750	144	3958	4980458	8240492	302112	386750	116584	259959	265834	859417	80958	246958	42	22090	22090	22090	12	12	12	159696	53232	E	R	4853630	39007322	4875916	4875936	39878043	4984756	4984776	36160565	4520071	4520092	36160565	4520071	4520092	0c0b22961ff4090b	40	1875	4968667	8240492	167840	115083	48333	186833	183583	265375	27458	220333	41	8356	8356	8356	8	9	9	115144	39856	B	R	4881750	39875413	4984427	4984448	39206207	4900776	4900796	37693833	4711730	4711750	37693833	4711730	4711750	3e86194db477157e	0	42	128	128	4520092	0c0b22961ff4090b	1	128	4520092	0c0b22961ff4090b	1	1	461808
p17	clic-validation-098	11190272	15888875	7771582	7500734	7582970	176	9959	6416875	10754030	369248	497667	173416	688167	694583	1785042	124458	655000	0	81096	81096	81096	27	26	27	354448	119624	E	R	7500734	60306428	7538304	7538324	60530014	7566252	7566272	59392867	7424109	7424130	59392867	7424109	7424130	f77a7cbea1fe2c54	48	2416	6260583	10754030	201408	159958	67917	309209	358750	477042	34375	379750	0	25980	25980	25980	11	13	13	163832	57560	B	R	7582970	61172670	7646584	7646604	61122421	7640303	7640324	60720593	7590075	7590096	60720593	7590075	7590096	2120583d2ec272a2	83	125	128	128	7424130	f77a7cbea1fe2c54	1	128	7424130	f77a7cbea1fe2c54	1	1	723696
p17	clic-validation-099	9047808	13946334	4085166	3909204	3924250	150	4791	4794750	6096704	314700	421709	139625	461750	382750	761708	98417	423916	42	47545	47545	47545	22	19	22	279162	97478	E	R	3909204	31415849	3926982	3927002	31450993	3931375	3931396	31136350	3892044	3892064	31136350	3892044	3892064	71b3502eb3a13313	40	3791	4682833	6096704	167840	117459	47792	239916	220458	224458	25292	204875	42	14696	14696	14696	10	10	10	132840	44280	E	R	3924250	31631603	3953951	3953972	31803019	3975378	3975398	31483054	3935382	3935402	31483054	3935382	3935402	61dcf7a9a998d949	41	125	128	128	3892064	71b3502eb3a13313	1	128	3892064	71b3502eb3a13313	1	1	593862
p17	clic-validation-100	10536400	16679583	6727018	5764820	6078404	176	4375	6326042	10443218	369248	474875	151375	517791	446333	1317667	114916	507125	42	29646	29646	29646	24	22	22	301360	97504	B	R	5764820	50090311	6261289	6261310	47779525	5972441	5972462	44896583	5612073	5612094	44896583	5612073	5612094	a215f5b8e53dab97	48	2041	6363834	10443218	201408	148459	63709	334875	366125	387166	34542	341958	0	11066	11066	11066	14	16	16	203648	70832	B	R	6078404	50388252	6298532	6298552	49529147	6191144	6191164	49348565	6168571	6168592	49348565	6168571	6168592	5203cca718757941	42	41	128	128	5612094	a215f5b8e53dab97	1	128	5612094	a215f5b8e53dab97	1	1	670608
p17	clic-validation-101	11182080	18109708	7060288	6502912	6552670	176	4333	6770750	10618314	369248	495250	156000	522542	466375	1341791	101292	451542	0	43263	43263	43263	24	22	22	301360	97504	B	R	6502912	52579775	6572472	6572492	52245286	6530661	6530682	51780858	6472608	6472628	51780858	6472608	6472628	c4c0827c1bda42b0	48	5916	6536917	10618314	201408	129250	54166	236750	229125	305625	30500	238542	0	14913	14913	14913	11	11	11	146136	48712	B	R	6552670	52218535	6527317	6527338	52174742	6521843	6521864	51894249	6486782	6486802	51894249	6486782	6486802	f23a3ce9e640d1b7	41	167	128	128	6472628	c4c0827c1bda42b0	1	128	6472628	c4c0827c1bda42b0	1	1	670608
test vp8l::image_writer::product_benchmark_tests::product_validation_reproducer ... ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 283 filtered out; finished in 59.70s

