
running 1 test
p15	id	profile	rgba_bytes	blocks	counter_init_ns	counter_update_ns	counter_updates	counter_storage_bytes	e_proposal_ns	b_proposal_ns	e_cost_ns	b_cost_ns	reassignment_ns	rebuild_ns	refined_cost_ns	final_selection_ns	e_merge_updates	b_merge_updates	refined_merge_updates	e_groups	b_groups	refined_groups	retained_plan_bytes	initial	final	ordered_bytes	single_bytes	control_bytes	e_bits	e_payload_bytes	e_riff_bytes	b_bits	b_payload_bytes	b_riff_bytes	refined_bits	refined_payload_bytes	refined_riff_bytes	final_bytes	final_hash	public_exact
p15	clic-validation-090	low-latency	11182080	48	3417	6359542	10099432	201408	135250	59250	328458	333666	403083	34125	320375	41	16321	16321	16321	15	15	15	199224	B	R	6588194	7274078	6588194	53591978	6698998	6699018	52634599	6579325	6579346	52312515	6539065	6539086	6539086	1b81e1995a1891c2	1
p15	clic-validation-091	compact	786432	12	1084	459292	760674	25176	37708	15750	143917	117958	91541	8459	108166	0	3648	3648	3648	7	6	6	84092	B	B	457864	512866	457864	3672979	459123	459144	3638698	454838	454858	3638698	454838	454858	454858	8bfc69d396477d1f	1
p15	clic-validation-091	low-latency	786432	4	6917	506334	760674	16784	18375	10500	106000	71375	50875	6584	71625	0	1626	1626	1626	3	3	3	39828	E	R	486686	512866	486686	3948752	493594	493614	3948752	493594	493614	3908818	488603	488624	488624	c3f5591b55746fde	1
p15	clic-validation-092	compact	11182080	176	4500	6867333	10823552	369248	486791	145792	501625	388625	1500000	98458	356417	41	41651	41651	41651	24	18	18	265968	B	R	6816046	7146596	6816046	54315269	6789409	6789430	53602501	6700313	6700334	52722808	6590351	6590372	6590372	789155b114ec8521	1
p15	clic-validation-092	low-latency	11182080	48	3041	6571125	10823552	201408	131500	56208	222125	261625	417584	31875	296083	42	14193	14193	14193	10	13	13	159408	B	R	6821520	7146596	6821520	54125566	6765696	6765716	53981092	6747637	6747658	53580641	6697581	6697602	6697602	8948ad32a4f24837	1
p15	clic-validation-093	compact	6340704	117	3583	3908000	6224232	245466	297000	90125	292584	212750	867708	64375	286875	42	19343	19343	19343	17	13	17	208279	E	R	3572272	3815786	3572272	28645085	3580636	3580656	28736849	3592107	3592128	28161835	3520230	3520250	3520250	e6b7d03868f9ce0c	1
p15	clic-validation-093	low-latency	6340704	35	2333	3729083	6224232	146860	94125	40333	197209	174416	243542	22416	172959	209	7514	7514	7514	11	10	10	137249	B	R	3597412	3815786	3597412	29444945	3680619	3680640	29377838	3672230	3672250	29150097	3643763	3643784	3643784	47fdff63fea8a22c	1
p15	clic-validation-094	compact	11198464	176	4292	6747875	9589800	369248	500542	222333	585500	501584	1371750	122667	514958	42	42604	42604	42604	29	27	27	367720	B	R	5988924	6851818	5988924	48237102	6029638	6029658	47699673	5962460	5962480	46923847	5865481	5865502	5865502	9407cebd9645db4a	1
p15	clic-validation-094	low-latency	11198464	48	2833	6448167	9589800	201408	143167	65542	357167	318834	410083	34208	324708	83	15042	15042	15042	16	16	16	212496	E	R	6119372	6851818	6119372	48176332	6022042	6022062	48984639	6123080	6123100	48156956	6019620	6019640	6019640	69b3d25337a733a0	1
p15	clic-validation-095	compact	3994240	70	1666	2472084	3961552	146860	200042	70084	485125	549833	732750	63459	479666	42	28211	28211	28211	21	23	21	287770	E	R	2710854	2973566	2710854	21623126	2702891	2702912	21662613	2707827	2707848	21401730	2675217	2675238	2675238	7268c040237b895d	1
p15	clic-validation-095	low-latency	3994240	20	1625	2472792	3961552	83920	66708	26833	333334	327250	290333	19458	292583	42	9376	9376	9376	13	13	13	172596	B	R	2736452	2973566	2736452	21879967	2734996	2735016	21820218	2727528	2727548	21786874	2723360	2723380	2723380	6593798e16222e0e	1
p15	clic-validation-096	compact	1264320	24	500	768042	1262790	50352	70375	22000	192833	140709	185625	18375	183000	42	8078	8078	8078	9	7	9	110672	E	R	794174	843556	794174	6297969	787247	787268	6394440	799305	799326	6288721	786091	786112	786112	71c9eb92e59a8492	1
p15	clic-validation-096	low-latency	1264320	6	625	717959	1262790	25176	18792	7875	74500	67875	73792	5917	95833	0	2468	2468	2468	3	3	3	39834	E	E	797744	843556	797744	6481378	810173	810194	6507240	813405	813426	6481378	810173	810194	810194	88d242b9fe5a2246	1
p15	clic-validation-097	compact	8462336	144	3166	5046250	8240492	302112	373667	111916	248167	220583	894666	79583	220209	0	22090	22090	22090	12	12	12	159696	E	R	4853630	5420662	4853630	39007322	4875916	4875936	39878043	4984756	4984776	36160565	4520071	4520092	4520092	0c0b22961ff4090b	1
p15	clic-validation-097	low-latency	8462336	40	3583	5077167	8240492	167840	118834	49750	176709	168834	254041	26125	192458	42	8356	8356	8356	8	9	9	115144	B	R	4881750	5420662	4881750	39875413	4984427	4984448	39206207	4900776	4900796	37693833	4711730	4711750	4711750	3e86194db477157e	1
p15	clic-validation-098	compact	11190272	176	9292	6660333	10754030	369248	539042	180791	712750	693625	1760750	134000	705667	0	81096	81096	81096	27	26	27	354448	E	R	7500734	7771582	7500734	60306428	7538304	7538324	60530014	7566252	7566272	59392867	7424109	7424130	7424130	f77a7cbea1fe2c54	1
p15	clic-validation-098	low-latency	11190272	48	2833	6822000	10754030	201408	136875	64625	278000	353250	547000	35083	337500	0	25980	25980	25980	11	13	13	163832	B	R	7582970	7771582	7582970	61172670	7646584	7646604	61122421	7640303	7640324	60720593	7590075	7590096	7590096	2120583d2ec272a2	1
p15	clic-validation-099	compact	9047808	150	4083	4788666	6096704	314700	425209	166125	451917	368000	846375	102500	412500	84	47545	47545	47545	22	19	22	279162	E	R	3909204	4085166	3909204	31415849	3926982	3927002	31450993	3931375	3931396	31136350	3892044	3892064	3892064	71b3502eb3a13313	1
p15	clic-validation-099	low-latency	9047808	40	2209	4756291	6096704	167840	129667	56458	248375	228584	250458	51250	255500	41	14696	14696	14696	10	10	10	132840	E	R	3924250	4085166	3924250	31631603	3953951	3953972	31803019	3975378	3975398	31483054	3935382	3935402	3935402	61dcf7a9a998d949	1
p15	clic-validation-100	compact	10536400	176	4667	6326333	10443218	369248	455458	142708	541167	455209	1294833	100209	408541	41	29646	29646	29646	24	22	22	301360	B	R	5764820	6727018	5764820	50090311	6261289	6261310	47779525	5972441	5972462	44896583	5612073	5612094	5612094	a215f5b8e53dab97	1
p15	clic-validation-100	low-latency	10536400	48	3042	6518917	10443218	201408	155667	69666	298458	331709	386917	30833	406375	41	11066	11066	11066	14	16	16	203648	B	R	6078404	6727018	6078404	50388252	6298532	6298552	49529147	6191144	6191164	49348565	6168571	6168592	6168592	5203cca718757941	1
p15	clic-validation-101	compact	11182080	176	7125	6603000	10618314	369248	456000	142250	498167	411209	1292000	114833	420541	42	43263	43263	43263	24	22	22	301360	B	R	6502912	7060288	6502912	52579775	6572472	6572492	52245286	6530661	6530682	51780858	6472608	6472628	6472628	c4c0827c1bda42b0	1
p15	clic-validation-101	low-latency	11182080	48	3416	6781541	10618314	201408	151834	64416	254208	238292	316375	29875	217542	83	14913	14913	14913	11	11	11	146136	B	R	6552670	7060288	6552670	52218535	6527317	6527338	52174742	6521843	6521864	51894249	6486782	6486802	6486802	f23a3ce9e640d1b7	1
test encoder::product_benchmark_tests::product_validation_reproducer ... ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 41 filtered out; finished in 49.27s

