stream	id	layout	bytes	rgba_hash	stream_hash	encode_ns	project_exact
stream	clic-validation-057	default	5630838	ae13714cc241d1f3	5b39c3431cc8ee83	79918375	1
stream	clic-validation-057	single	5653454	ae13714cc241d1f3	2c2ea49707755bbd	47569209	1
stream	clic-validation-057	compact	5021628	ae13714cc241d1f3	8a91fd978f9e20ae	118146208	1
stream	clic-validation-057	low-latency	5152288	ae13714cc241d1f3	9e66e442c3a7008d	116410209	1
stream	clic-validation-058	default	4540842	cb8306f1813951d5	37708435cf56ea1a	106818000	1
stream	clic-validation-058	single	5371936	cb8306f1813951d5	beba9cf887d167de	44846042	1
stream	clic-validation-058	compact	4943622	cb8306f1813951d5	f0d98ea340e5cc36	110106875	1
stream	clic-validation-058	low-latency	4935030	cb8306f1813951d5	c9a567ae5428fb24	106638500	1
stream	clic-validation-059	default	4391286	a2601af7c1aac2c0	a86c98f5c9787a18	96843208	1
stream	clic-validation-059	single	3988980	a2601af7c1aac2c0	80eb72bbc45b1a8e	36658083	1
stream	clic-validation-059	compact	3595402	a2601af7c1aac2c0	69adcfc255381ad9	89369209	1
stream	clic-validation-059	low-latency	3675422	a2601af7c1aac2c0	a52385b5f9ece816	121839458	1
stream	clic-validation-060	default	5711044	efb96945bd56bc03	8fde6a0d92c18a8f	102120583	1
stream	clic-validation-060	single	4870430	efb96945bd56bc03	c50b5b644073a568	44263250	1
stream	clic-validation-060	compact	4515910	efb96945bd56bc03	7078bde68f18facd	109659458	1
stream	clic-validation-060	low-latency	4575774	efb96945bd56bc03	054b76e5a1cdac46	107860875	1
stream	clic-validation-061	default	8261616	e8084be0f5a719a0	a5a584cfbdce2c95	105791833	1
stream	clic-validation-061	single	7757474	e8084be0f5a719a0	306ef351ede446cf	62668833	1
stream	clic-validation-061	compact	7438600	e8084be0f5a719a0	6fb544971c631800	144076084	1
stream	clic-validation-061	low-latency	7429254	e8084be0f5a719a0	fa2702cc5aaf2ddb	139848417	1
stream	clic-validation-062	default	7067762	c9c636ba9ac69b56	c51211f1a93e54cb	137184958	1
stream	clic-validation-062	single	6596034	c9c636ba9ac69b56	d754a72505035436	55026542	1
stream	clic-validation-062	compact	6121602	c9c636ba9ac69b56	3b8b548c5a6bbb91	135384083	1
stream	clic-validation-062	low-latency	6162162	c9c636ba9ac69b56	2fa0fd35233306cc	133359292	1
stream	clic-validation-063	default	6939672	f3db58ec142c60fb	daf573d513bc997e	94595417	1
stream	clic-validation-063	single	6954136	f3db58ec142c60fb	d200b444c72fa1ec	57055375	1
stream	clic-validation-063	compact	6445414	f3db58ec142c60fb	41c775829e8b5abc	140379709	1
stream	clic-validation-063	low-latency	6534318	f3db58ec142c60fb	b29de0471512ce00	135719709	1
stream	clic-validation-064	default	8139084	d2309143462391f3	4c3f818dc41d627c	107842375	1
stream	clic-validation-064	single	8265838	d2309143462391f3	3cc9b37a6e786993	61196042	1
stream	clic-validation-064	compact	7719328	d2309143462391f3	70798c125f7a0677	150576459	1
stream	clic-validation-064	low-latency	7878280	d2309143462391f3	5a610d2a29025872	142259291	1
stream	clic-validation-065	default	7397698	ad51c0a7a72a60af	2fba1dbf32bfa43a	111352292	1
stream	clic-validation-065	single	7530648	ad51c0a7a72a60af	14678eac2109ec98	64176083	1
